<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;Žòêðûòèå 10-09;Œàêñèìóì 10-09;Œèíèìóì 10-09;‡àêðûòèå 10-09;Žòêðûòèå 10-10;Œàêñèìóì 10-10;Œèíèìóì 10-10;‡àêðûòèå 10-10;Žòêðûòèå 12-11;Œàêñèìóì 12-11;Œèíèìóì 12-11;‡àêðûòèå 12-11;Žòêðûòèå 10-12;Œàêñèìóì 10-12;Œèíèìóì 10-12;‡àêðûòèå 10-12
SPFB,RTS-12,18;1;10,09,2018;11:09;104030;104060;104030;104060;3;;104030,00;104060;104030;104060;115070;115160;115050;115160;112440;112550;112430;112550;114950;115280;114910;115200
SPFB,RTS-12,18;1;10,09,2018;11:10;104070;104070;104070;104070;16;;104070,00;104070;104070;104070;115160;115160;115030;115030;112550;112640;112500;112630;115180;115210;115140;115210
SPFB,RTS-12,18;1;10,09,2018;11:11;104010;104040;103930;103940;29;;104010,00;104040;103930;103940;115030;115030;114720;114820;112620;112650;112560;112620;115220;115320;115220;115300
SPFB,RTS-12,18;1;10,09,2018;11:12;103930;103950;103930;103940;15;;103930,00;103950;103930;103940;114830;114890;114790;114800;112600;112650;112560;112600;115310;115380;115240;115320
SPFB,RTS-12,18;1;10,09,2018;11:13;103950;103950;103950;103950;1;;103950,00;103950;103950;103950;114790;114790;114680;114750;112600;112680;112570;112580;115330;115350;115270;115310
SPFB,RTS-12,18;1;10,09,2018;11:14;103910;103910;103910;103910;1;;103910,00;103910;103910;103910;114750;114800;114700;114760;112580;112620;112530;112590;115320;115360;115280;115340
SPFB,RTS-12,18;1;10,09,2018;11:15;103900;103900;103840;103840;21;;103900,00;103900;103840;103840;114760;114760;114670;114680;112590;112630;112550;112560;115340;115400;115290;115350
SPFB,RTS-12,18;1;10,09,2018;11:16;103810;103830;103750;103760;38;;103810,00;103830;103750;103760;114680;114700;114600;114680;112570;112620;112550;112570;115340;115370;115280;115290
SPFB,RTS-12,18;1;10,09,2018;11:17;103770;103780;103720;103750;69;;103770,00;103780;103720;103750;114680;114740;114640;114720;112560;112600;112560;112580;115290;115320;115270;115280
SPFB,RTS-12,18;1;10,09,2018;11:18;103780;103780;103780;103780;1;;103780,00;103780;103780;103780;114730;114770;114710;114730;112590;112660;112580;112660;115280;115290;115260;115270
SPFB,RTS-12,18;1;10,09,2018;11:19;103750;103800;103750;103800;14;;103750,00;103800;103750;103800;114730;114800;114720;114780;112650;112670;112630;112630;115270;115330;115250;115310
SPFB,RTS-12,18;1;10,09,2018;11:20;103780;103780;103750;103750;3;;103780,00;103780;103750;103750;114780;114790;114720;114740;112630;112700;112630;112700;115310;115340;115160;115180
SPFB,RTS-12,18;1;10,09,2018;11:21;103740;103750;103740;103750;4;;103740,00;103750;103740;103750;114740;114780;114690;114690;112700;112710;112620;112620;115160;115240;115160;115240
SPFB,RTS-12,18;1;10,09,2018;11:22;103740;103830;103740;103800;16;;103740,00;103830;103740;103800;114700;114750;114690;114740;112620;112680;112620;112670;115230;115230;115180;115220
SPFB,RTS-12,18;1;10,09,2018;11:23;103790;103790;103790;103790;2;;103790,00;103790;103790;103790;114740;114780;114680;114700;112670;112680;112590;112620;115220;115230;115100;115170
SPFB,RTS-12,18;1;10,09,2018;11:24;103780;103790;103780;103780;5;;103780,00;103790;103780;103780;114710;114730;114670;114710;112600;112640;112590;112610;115160;115160;115070;115080
SPFB,RTS-12,18;1;10,09,2018;11:25;103780;103780;103780;103780;1;;103780,00;103780;103780;103780;114710;114740;114690;114740;112620;112620;112470;112480;115090;115110;115010;115010
SPFB,RTS-12,18;1;10,09,2018;11:26;103790;103790;103790;103790;1;;103790,00;103790;103790;103790;114750;114770;114700;114730;112470;112500;112430;112450;115010;115010;114670;114830
SPFB,RTS-12,18;1;10,09,2018;11:27;103790;103800;103710;103710;7;;103790,00;103800;103710;103710;114740;114800;114710;114780;112460;112510;112450;112470;114820;114840;114710;114750
SPFB,RTS-12,18;1;10,09,2018;11:28;103720;103720;103690;103690;14;;103720,00;103720;103690;103690;114780;114780;114730;114770;112460;112540;112450;112530;114750;114760;114600;114600
SPFB,RTS-12,18;1;10,09,2018;11:29;103700;103700;103700;103700;3;;103700,00;103700;103700;103700;114770;114870;114750;114850;112520;112520;112450;112450;114590;114620;114410;114500
SPFB,RTS-12,18;1;10,09,2018;11:31;103780;103780;103780;103780;2;;103780,00;103780;103780;103780;114840;114960;114820;114960;112440;112450;112350;112420;114480;114650;114480;114570
SPFB,RTS-12,18;1;10,09,2018;11:32;103800;103800;103800;103800;35;;103800,00;103800;103800;103800;114940;115030;114900;114950;112410;112540;112410;112500;114560;114710;114550;114700
SPFB,RTS-12,18;1;10,09,2018;11:33;103750;103750;103750;103750;1;;103750,00;103750;103750;103750;114950;114950;114890;114930;112510;112510;112420;112440;114690;114690;114570;114610
SPFB,RTS-12,18;1;10,09,2018;11:34;103730;103730;103730;103730;1;;103730,00;103730;103730;103730;114930;114930;114850;114890;112450;112520;112450;112470;114620;114700;114620;114660
SPFB,RTS-12,18;1;10,09,2018;11:35;103750;103780;103750;103750;32;;103750,00;103780;103750;103750;114890;114890;114800;114800;112470;112470;112330;112400;114670;114730;114660;114730
SPFB,RTS-12,18;1;10,09,2018;11:36;103800;103810;103790;103810;43;;103800,00;103810;103790;103810;114800;114870;114790;114860;112390;112400;112260;112280;114730;114730;114550;114570
SPFB,RTS-12,18;1;10,09,2018;11:41;103830;103860;103830;103840;4;;103830,00;103860;103830;103840;114850;114880;114830;114850;112280;112330;112280;112300;114590;114610;114500;114520
SPFB,RTS-12,18;1;10,09,2018;11:42;103800;103830;103800;103830;10;;103800,00;103830;103800;103830;114860;114870;114800;114800;112290;112290;112220;112290;114510;114660;114480;114640
SPFB,RTS-12,18;1;10,09,2018;11:43;103800;103800;103800;103800;1;;103800,00;103800;103800;103800;114800;114870;114800;114850;112280;112330;112240;112270;114640;114700;114620;114660
SPFB,RTS-12,18;1;10,09,2018;11:44;103850;103960;103850;103960;11;;103850,00;103960;103850;103960;114860;115070;114850;115050;112260;112360;112240;112330;114670;114720;114650;114680
SPFB,RTS-12,18;1;10,09,2018;11:45;103940;103940;103900;103900;8;;103940,00;103940;103900;103900;115040;115170;115010;115150;112340;112350;112260;112280;114670;114730;114670;114720
SPFB,RTS-12,18;1;10,09,2018;11:46;103930;103940;103930;103940;4;;103930,00;103940;103930;103940;115150;115300;115120;115220;112280;112350;112270;112340;114730;114790;114710;114770
SPFB,RTS-12,18;1;10,09,2018;11:47;103920;103920;103920;103920;1;;103920,00;103920;103920;103920;115210;115380;115210;115330;112340;112400;112330;112330;114780;114880;114760;114790
SPFB,RTS-12,18;1;10,09,2018;11:48;103900;103900;103900;103900;1;;103900,00;103900;103900;103900;115340;115340;115240;115250;112330;112370;112290;112350;114790;114840;114770;114810
SPFB,RTS-12,18;1;10,09,2018;11:49;103850;103850;103830;103830;9;;103850,00;103850;103830;103830;115250;115310;115220;115310;112330;112340;112270;112320;114810;114840;114770;114820
SPFB,RTS-12,18;1;10,09,2018;11:50;103830;103830;103830;103830;1;;103830,00;103830;103830;103830;115310;115330;115270;115270;112310;112340;112310;112330;114840;114860;114780;114850
SPFB,RTS-12,18;1;10,09,2018;11:51;103880;103890;103880;103890;6;;103880,00;103890;103880;103890;115270;115340;115260;115330;112330;112370;112310;112360;114850;114850;114710;114730
SPFB,RTS-12,18;1;10,09,2018;11:52;103950;103980;103930;103970;16;;103950,00;103980;103930;103970;115340;115350;115280;115320;112370;112370;112300;112340;114720;114740;114680;114700
SPFB,RTS-12,18;1;10,09,2018;11:57;103890;103920;103890;103920;7;;103890,00;103920;103890;103920;115320;115390;115290;115360;112320;112390;112310;112390;114710;114710;114550;114650
SPFB,RTS-12,18;1;10,09,2018;11:59;103970;103970;103970;103970;1;;103970,00;103970;103970;103970;115370;115450;115360;115390;112380;112490;112370;112420;114650;114690;114590;114600
SPFB,RTS-12,18;1;10,09,2018;12:01;103930;103930;103930;103930;1;;103930,00;103930;103930;103930;115400;115420;115190;115190;112420;112460;112400;112420;114590;114590;114460;114470
SPFB,RTS-12,18;1;10,09,2018;12:04;103900;103900;103900;103900;1;;103900,00;103900;103900;103900;115190;115260;115130;115150;112410;112430;112370;112390;114480;114660;114440;114550
SPFB,RTS-12,18;1;10,09,2018;12:06;103960;103960;103960;103960;1;;103960,00;103960;103960;103960;115160;115200;115000;115070;112390;112420;112380;112420;114550;114730;114520;114730
SPFB,RTS-12,18;1;10,09,2018;12:07;103940;103950;103920;103920;7;;103940,00;103950;103920;103920;115060;115120;115060;115060;112420;112490;112420;112470;114710;114730;114630;114660
SPFB,RTS-12,18;1;10,09,2018;12:08;103900;103900;103900;103900;10;;103900,00;103900;103900;103900;115080;115180;115080;115140;112480;112580;112460;112510;114670;114700;114610;114650
SPFB,RTS-12,18;1;10,09,2018;12:10;103860;103860;103860;103860;2;;103860,00;103860;103860;103860;115130;115150;115100;115100;112510;112520;112470;112470;114640;114650;114600;114610
SPFB,RTS-12,18;1;10,09,2018;12:11;103850;103850;103820;103820;6;;103850,00;103850;103820;103820;115110;115110;115010;115020;112480;112530;112480;112490;114620;114620;114550;114610
SPFB,RTS-12,18;1;10,09,2018;12:12;103840;103840;103840;103840;1;;103840,00;103840;103840;103840;115010;115100;115010;115050;112500;112510;112430;112430;114600;114690;114550;114680
SPFB,RTS-12,18;1;10,09,2018;12:13;103870;103900;103870;103900;11;;103870,00;103900;103870;103900;115060;115070;114970;114990;112430;112450;112330;112350;114680;114690;114630;114660
SPFB,RTS-12,18;1;10,09,2018;12:14;103890;103890;103890;103890;2;;103890,00;103890;103890;103890;115000;115040;114980;115000;112350;112480;112350;112450;114660;114690;114600;114640
SPFB,RTS-12,18;1;10,09,2018;12:15;103890;103890;103890;103890;5;;103890,00;103890;103890;103890;115000;115050;114980;114980;112450;112460;112390;112390;114630;114690;114630;114660
SPFB,RTS-12,18;1;10,09,2018;12:16;103830;103830;103820;103820;2;;103830,00;103830;103820;103820;114980;114980;114920;114940;112390;112540;112380;112520;114670;114670;114600;114610
SPFB,RTS-12,18;1;10,09,2018;12:17;103800;103830;103800;103810;33;;103800,00;103830;103800;103810;114940;115040;114930;115020;112520;112550;112480;112510;114600;114600;114520;114540
SPFB,RTS-12,18;1;10,09,2018;12:20;103830;103830;103830;103830;1;;103830,00;103830;103830;103830;115020;115050;115000;115050;112510;112560;112470;112470;114540;114580;114410;114440
SPFB,RTS-12,18;1;10,09,2018;12:21;103840;103840;103840;103840;1;;103840,00;103840;103840;103840;115060;115070;115040;115070;112460;112510;112390;112410;114440;114600;114400;114540
SPFB,RTS-12,18;1;10,09,2018;12:22;103860;103860;103840;103860;7;;103860,00;103860;103840;103860;115080;115120;115070;115090;112410;112460;112400;112410;114540;114550;114320;114350
SPFB,RTS-12,18;1;10,09,2018;12:23;103850;103850;103830;103830;2;;103850,00;103850;103830;103830;115090;115090;114960;115000;112430;112450;112390;112430;114360;114380;114280;114300
SPFB,RTS-12,18;1;10,09,2018;12:24;103810;103810;103750;103750;35;;103810,00;103810;103750;103750;114990;115010;114880;114940;112420;112550;112420;112510;114310;114450;114220;114440
SPFB,RTS-12,18;1;10,09,2018;12:25;103760;103760;103740;103750;20;;103760,00;103760;103740;103750;114930;115000;114920;114940;112520;112560;112520;112540;114440;114480;114330;114330
SPFB,RTS-12,18;1;10,09,2018;12:26;103750;103750;103740;103740;2;;103750,00;103750;103740;103740;114950;115150;114920;115140;112530;112560;112500;112500;114330;114390;114320;114320
SPFB,RTS-12,18;1;10,09,2018;12:27;103770;103770;103720;103720;4;;103770,00;103770;103720;103720;115130;115310;115040;115220;112500;112510;112450;112480;114320;114390;114320;114370
SPFB,RTS-12,18;1;10,09,2018;12:28;103720;103730;103710;103730;4;;103720,00;103730;103710;103730;115220;115290;115210;115250;112480;112510;112470;112480;114360;114380;114260;114360
SPFB,RTS-12,18;1;10,09,2018;12:29;103750;103750;103750;103750;9;;103750,00;103750;103750;103750;115250;115250;115200;115250;112470;112500;112420;112420;114350;114350;114270;114280
SPFB,RTS-12,18;1;10,09,2018;12:31;103780;103780;103770;103770;10;;103780,00;103780;103770;103770;115240;115270;115200;115210;112420;112480;112420;112460;114290;114370;114270;114370
SPFB,RTS-12,18;1;10,09,2018;12:32;103760;103780;103760;103780;2;;103760,00;103780;103760;103780;115210;115280;115190;115280;112460;112490;112370;112390;114370;114380;114330;114350
SPFB,RTS-12,18;1;10,09,2018;12:37;103820;103820;103820;103820;1;;103820,00;103820;103820;103820;115270;115290;115240;115280;112390;112450;112370;112440;114340;114380;114320;114380
SPFB,RTS-12,18;1;10,09,2018;12:38;103810;103810;103810;103810;1;;103810,00;103810;103810;103810;115290;115420;115290;115350;112430;112450;112400;112400;114380;114410;114360;114370
SPFB,RTS-12,18;1;10,09,2018;12:39;103790;103790;103790;103790;1;;103790,00;103790;103790;103790;115360;115370;115270;115310;112390;112440;112350;112400;114370;114410;114290;114410
SPFB,RTS-12,18;1;10,09,2018;12:40;103800;103800;103800;103800;40;;103800,00;103800;103800;103800;115290;115440;115290;115410;112390;112390;112340;112350;114410;114480;114410;114470
SPFB,RTS-12,18;1;10,09,2018;12:45;103840;103840;103840;103840;10;;103840,00;103840;103840;103840;115400;115470;115380;115470;112340;112350;112270;112320;114470;114470;114420;114420
SPFB,RTS-12,18;1;10,09,2018;12:46;103890;103920;103860;103860;4;;103890,00;103920;103860;103860;115470;115600;115460;115570;112340;112370;112250;112280;114420;114430;114400;114420
SPFB,RTS-12,18;1;10,09,2018;12:47;103820;103820;103820;103820;3;;103820,00;103820;103820;103820;115560;115580;115480;115510;112270;112330;112270;112310;114430;114520;114430;114450
SPFB,RTS-12,18;1;10,09,2018;12:48;103800;103800;103780;103780;2;;103800,00;103800;103780;103780;115520;115570;115480;115540;112310;112340;112270;112290;114450;114490;114440;114450
SPFB,RTS-12,18;1;10,09,2018;12:49;103750;103750;103750;103750;1;;103750,00;103750;103750;103750;115540;115590;115510;115550;112300;112320;112250;112290;114460;114470;114430;114440
SPFB,RTS-12,18;1;10,09,2018;12:51;103750;103750;103750;103750;1;;103750,00;103750;103750;103750;115530;115610;115520;115590;112280;112330;112260;112330;114430;114510;114420;114510
SPFB,RTS-12,18;1;10,09,2018;12:52;103790;103790;103790;103790;3;;103790,00;103790;103790;103790;115600;115640;115520;115540;112320;112350;112290;112290;114510;114540;114480;114540
SPFB,RTS-12,18;1;10,09,2018;12:55;103730;103730;103730;103730;1;;103730,00;103730;103730;103730;115550;115550;115440;115460;112290;112350;112280;112340;114540;114560;114480;114550
SPFB,RTS-12,18;1;10,09,2018;12:56;103740;103740;103740;103740;1;;103740,00;103740;103740;103740;115460;115500;115390;115450;112330;112360;112310;112360;114550;114590;114540;114570
SPFB,RTS-12,18;1;10,09,2018;12:57;103780;103780;103780;103780;1;;103780,00;103780;103780;103780;115440;115450;115380;115390;112360;112360;112300;112330;114570;114580;114520;114520
SPFB,RTS-12,18;1;10,09,2018;13:00;103770;103780;103770;103780;2;;103770,00;103780;103770;103780;115390;115400;115260;115360;112330;112400;112320;112370;114520;114540;114500;114510
SPFB,RTS-12,18;1;10,09,2018;13:01;103710;103710;103550;103570;60;;103710,00;103710;103550;103570;115350;115400;115330;115400;112380;112400;112350;112370;114510;114530;114500;114510
SPFB,RTS-12,18;1;10,09,2018;13:02;103540;103540;103460;103510;179;;103540,00;103540;103460;103510;115390;115440;115340;115340;112360;112380;112350;112380;114520;114530;114500;114500
SPFB,RTS-12,18;1;10,09,2018;13:03;103510;103520;103450;103450;67;;103510,00;103520;103450;103450;115350;115360;115280;115360;112380;112400;112370;112370;114500;114510;114430;114440
SPFB,RTS-12,18;1;10,09,2018;13:04;103430;103520;103380;103520;31;;103430,00;103520;103380;103520;115360;115400;115300;115330;112370;112370;112310;112330;114430;114460;114380;114390
SPFB,RTS-12,18;1;10,09,2018;13:05;103470;103490;103450;103490;12;;103470,00;103490;103450;103490;115330;115440;115290;115440;112340;112350;112280;112290;114380;114420;114290;114350
SPFB,RTS-12,18;1;10,09,2018;13:06;103470;103470;103420;103440;48;;103470,00;103470;103420;103440;115440;115490;115380;115380;112280;112280;112210;112270;114330;114400;114310;114360
SPFB,RTS-12,18;1;10,09,2018;13:07;103460;103510;103440;103480;43;;103460,00;103510;103440;103480;115380;115420;115360;115410;112270;112290;112150;112180;114380;114390;114310;114340
SPFB,RTS-12,18;1;10,09,2018;13:08;103480;103520;103460;103520;7;;103480,00;103520;103460;103520;115400;115510;115390;115480;112190;112200;112100;112120;114350;114350;114220;114230
SPFB,RTS-12,18;1;10,09,2018;13:09;103530;103530;103490;103490;2;;103530,00;103530;103490;103490;115460;115510;115390;115390;112130;112200;112120;112200;114230;114240;114170;114180
SPFB,RTS-12,18;1;10,09,2018;13:10;103440;103450;103440;103450;6;;103440,00;103450;103440;103450;115400;115400;115320;115350;112200;112220;112130;112150;114180;114200;114090;114100
SPFB,RTS-12,18;1;10,09,2018;13:11;103420;103430;103400;103430;48;;103420,00;103430;103400;103430;115340;115350;115240;115290;112150;112220;112150;112160;114110;114160;114100;114120
SPFB,RTS-12,18;1;10,09,2018;13:12;103450;103500;103450;103470;13;;103450,00;103500;103450;103470;115290;115290;115210;115280;112180;112220;112160;112180;114100;114130;114090;114120
SPFB,RTS-12,18;1;10,09,2018;13:13;103470;103470;103450;103450;12;;103470,00;103470;103450;103450;115270;115310;115250;115300;112170;112200;112150;112180;114110;114150;114100;114130
SPFB,RTS-12,18;1;10,09,2018;13:14;103420;103420;103420;103420;1;;103420,00;103420;103420;103420;115300;115320;115260;115320;112190;112230;112170;112170;114140;114150;114110;114130
SPFB,RTS-12,18;1;10,09,2018;13:16;103480;103480;103470;103470;6;;103480,00;103480;103470;103470;115300;115300;115240;115250;112180;112200;112170;112200;114130;114170;114130;114140
SPFB,RTS-12,18;1;10,09,2018;13:17;103480;103480;103440;103440;5;;103480,00;103480;103440;103440;115260;115380;115230;115370;112190;112250;112190;112240;114140;114190;114130;114180
SPFB,RTS-12,18;1;10,09,2018;13:18;103450;103450;103450;103450;5;;103450,00;103450;103450;103450;115360;115530;115360;115520;112250;112250;112170;112190;114180;114190;114150;114170
SPFB,RTS-12,18;1;10,09,2018;13:20;103450;103450;103440;103440;19;;103450,00;103450;103440;103440;115520;115580;115470;115530;112200;112230;112180;112200;114170;114190;114150;114190
SPFB,RTS-12,18;1;10,09,2018;13:21;103430;103430;103340;103380;38;;103430,00;103430;103340;103380;115530;115570;115480;115550;112210;112300;112210;112300;114180;114210;114150;114200
SPFB,RTS-12,18;1;10,09,2018;13:22;103360;103360;103220;103220;42;;103360,00;103360;103220;103220;115570;115720;115550;115680;112300;112320;112260;112260;114190;114240;114170;114220
SPFB,RTS-12,18;1;10,09,2018;13:23;103220;103270;103220;103270;10;;103220,00;103270;103220;103270;115700;115710;115650;115680;112260;112300;112260;112280;114220;114240;114190;114230
SPFB,RTS-12,18;1;10,09,2018;13:25;103290;103320;103270;103270;15;;103290,00;103320;103270;103270;115680;115680;115600;115620;112280;112300;112260;112260;114240;114320;114240;114310
SPFB,RTS-12,18;1;10,09,2018;13:26;103280;103290;103280;103290;4;;103280,00;103290;103280;103290;115620;115900;115610;115830;112270;112330;112270;112300;114300;114330;114260;114270
SPFB,RTS-12,18;1;10,09,2018;13:27;103260;103300;103260;103300;3;;103260,00;103300;103260;103300;115840;115890;115790;115810;112310;112470;112310;112470;114280;114310;114260;114290
SPFB,RTS-12,18;1;10,09,2018;13:28;103250;103250;103170;103200;30;;103250,00;103250;103170;103200;115820;115830;115770;115820;112470;112490;112430;112450;114280;114330;114270;114310
SPFB,RTS-12,18;1;10,09,2018;13:29;103250;103320;103250;103320;4;;103250,00;103320;103250;103320;115820;115870;115810;115840;112450;112540;112450;112540;114310;114340;114270;114280
SPFB,RTS-12,18;1;10,09,2018;13:30;103270;103300;103270;103300;9;;103270,00;103300;103270;103300;115830;115860;115800;115850;112540;112560;112450;112470;114280;114290;114230;114270
SPFB,RTS-12,18;1;10,09,2018;13:31;103300;103300;103230;103250;44;;103300,00;103300;103230;103250;115850;115910;115780;115810;112470;112480;112430;112460;114260;114260;114230;114250
SPFB,RTS-12,18;1;10,09,2018;13:32;103270;103300;103270;103300;77;;103270,00;103300;103270;103300;115810;115900;115810;115840;112450;112500;112450;112480;114260;114270;114180;114190
SPFB,RTS-12,18;1;10,09,2018;13:33;103300;103300;103280;103280;14;;103300,00;103300;103280;103280;115830;115910;115830;115880;112460;112490;112440;112470;114190;114200;114140;114140
SPFB,RTS-12,18;1;10,09,2018;13:35;103260;103300;103260;103300;7;;103260,00;103300;103260;103300;115860;115860;115770;115780;112470;112480;112420;112460;114140;114140;114030;114050
SPFB,RTS-12,18;1;10,09,2018;13:36;103290;103300;103290;103300;30;;103290,00;103300;103290;103300;115780;115860;115760;115780;112470;112480;112390;112420;114040;114060;113880;113910
SPFB,RTS-12,18;1;10,09,2018;13:38;103300;103340;103300;103340;35;;103300,00;103340;103300;103340;115780;115800;115720;115730;112430;112470;112400;112470;113910;114000;113890;113950
SPFB,RTS-12,18;1;10,09,2018;13:39;103340;103350;103340;103350;4;;103340,00;103350;103340;103350;115730;115790;115680;115780;112460;112520;112440;112520;113940;114000;113940;113980
SPFB,RTS-12,18;1;10,09,2018;13:40;103350;103350;103340;103350;20;;103350,00;103350;103340;103350;115780;115820;115720;115820;112510;112540;112490;112490;113980;114000;113960;113970
SPFB,RTS-12,18;1;10,09,2018;13:41;103350;103350;103350;103350;28;;103350,00;103350;103350;103350;115810;115830;115770;115800;112490;112500;112430;112430;113970;113990;113930;113950
SPFB,RTS-12,18;1;10,09,2018;13:42;103310;103370;103310;103340;7;;103310,00;103370;103310;103340;115790;115800;115740;115740;112430;112450;112400;112400;113950;114000;113920;113930
SPFB,RTS-12,18;1;10,09,2018;13:43;103340;103340;103290;103290;41;;103340,00;103340;103290;103290;115740;115790;115710;115730;112410;112460;112410;112420;113940;113980;113870;113950
SPFB,RTS-12,18;1;10,09,2018;13:44;103280;103280;103210;103240;14;;103280,00;103280;103210;103240;115730;115730;115660;115660;112430;112460;112370;112390;113950;113950;113910;113940
SPFB,RTS-12,18;1;10,09,2018;13:45;103220;103220;103170;103170;20;;103220,00;103220;103170;103170;115680;115700;115650;115680;112380;112450;112380;112410;113940;113950;113880;113920
SPFB,RTS-12,18;1;10,09,2018;13:46;103170;103220;103170;103220;13;;103170,00;103220;103170;103220;115680;115720;115680;115690;112420;112500;112410;112500;113920;113950;113910;113950
SPFB,RTS-12,18;1;10,09,2018;13:47;103240;103240;103180;103180;7;;103240,00;103240;103180;103180;115700;115730;115620;115630;112500;112530;112460;112490;113930;114000;113930;113990
SPFB,RTS-12,18;1;10,09,2018;13:48;103160;103160;103100;103120;51;;103160,00;103160;103100;103120;115640;115750;115640;115750;112480;112580;112480;112500;113980;114000;113910;113930
SPFB,RTS-12,18;1;10,09,2018;13:49;103150;103160;103150;103160;9;;103150,00;103160;103150;103160;115750;115860;115720;115830;112510;112520;112460;112480;113920;113930;113770;113910
SPFB,RTS-12,18;1;10,09,2018;13:50;103180;103180;103170;103170;3;;103180,00;103180;103170;103170;115820;115830;115740;115750;112490;112500;112430;112440;113930;113950;113850;113880
SPFB,RTS-12,18;1;10,09,2018;13:51;103160;103160;103080;103100;102;;103160,00;103160;103080;103100;115730;115760;115720;115720;112440;112450;112380;112390;113880;113880;113800;113830
SPFB,RTS-12,18;1;10,09,2018;13:52;103100;103160;103100;103160;8;;103100,00;103160;103100;103160;115720;115790;115700;115770;112390;112420;112370;112410;113830;113840;113720;113800
SPFB,RTS-12,18;1;10,09,2018;13:53;103180;103200;103180;103200;5;;103180,00;103200;103180;103200;115770;115800;115750;115770;112410;112410;112320;112350;113800;113820;113730;113810
SPFB,RTS-12,18;1;10,09,2018;13:54;103190;103190;103170;103170;8;;103190,00;103190;103170;103170;115750;115750;115670;115680;112350;112380;112300;112300;113810;113810;113740;113790
SPFB,RTS-12,18;1;10,09,2018;13:55;103160;103300;103160;103300;22;;103160,00;103300;103160;103300;115680;115750;115660;115700;112320;112340;112280;112300;113780;113890;113760;113840
SPFB,RTS-12,18;1;10,09,2018;13:56;103290;103300;103290;103300;6;;103290,00;103300;103290;103300;115690;115710;115630;115690;112310;112340;112290;112300;113850;113850;113760;113770
SPFB,RTS-12,18;1;10,09,2018;13:57;103300;103320;103300;103320;6;;103300,00;103320;103300;103320;115690;115690;115640;115650;112290;112320;112280;112300;113760;113810;113760;113790
SPFB,RTS-12,18;1;10,09,2018;13:59;103320;103340;103320;103340;3;;103320,00;103340;103320;103340;115650;115780;115640;115780;112300;112360;112300;112360;113790;113800;113750;113760
SPFB,RTS-12,18;1;10,09,2018;14:00;103320;103330;103320;103330;14;;103320,00;103330;103320;103330;115770;115840;115740;115840;112350;112390;112350;112380;113770;113770;113700;113700
SPFB,RTS-12,18;1;10,09,2018;14:06;103280;103280;103200;103230;4;;103280,00;103280;103200;103230;115840;116040;115830;116000;112380;112390;112360;112370;113700;113730;113650;113660
SPFB,RTS-12,18;1;10,09,2018;14:07;103220;103220;103200;103200;3;;103220,00;103220;103200;103200;115990;115990;115920;115920;112370;112380;112330;112370;113670;113680;113620;113640
SPFB,RTS-12,18;1;10,09,2018;14:08;103160;103160;103160;103160;1;;103160,00;103160;103160;103160;115920;115940;115890;115910;112350;112350;112280;112350;113630;113670;113590;113670
SPFB,RTS-12,18;1;10,09,2018;14:09;103150;103170;103130;103170;8;;103150,00;103170;103130;103170;115920;115950;115910;115930;112340;112390;112340;112350;113660;113670;113640;113660
SPFB,RTS-12,18;1;10,09,2018;14:10;103190;103200;103180;103180;12;;103190,00;103200;103180;103180;115910;115920;115820;115840;112360;112460;112350;112410;113650;113670;113570;113610
SPFB,RTS-12,18;1;10,09,2018;14:11;103170;103170;103170;103170;1;;103170,00;103170;103170;103170;115850;115920;115840;115890;112420;112420;112360;112370;113610;113620;113540;113550
SPFB,RTS-12,18;1;10,09,2018;14:12;103210;103210;103210;103210;1;;103210,00;103210;103210;103210;115900;115980;115900;115950;112390;112400;112350;112360;113560;113590;113520;113520
SPFB,RTS-12,18;1;10,09,2018;14:14;103250;103260;103250;103260;4;;103250,00;103260;103250;103260;115950;116000;115920;115930;112370;112390;112360;112390;113520;113580;113500;113580
SPFB,RTS-12,18;1;10,09,2018;14:15;103210;103210;103210;103210;43;;103210,00;103210;103210;103210;115930;115990;115930;115950;112390;112420;112370;112380;113580;113640;113560;113570
SPFB,RTS-12,18;1;10,09,2018;14:16;103220;103240;103220;103240;3;;103220,00;103240;103220;103240;115950;115960;115910;115940;112390;112410;112380;112410;113570;113590;113520;113520
SPFB,RTS-12,18;1;10,09,2018;14:17;103250;103250;103210;103240;6;;103250,00;103250;103210;103240;115950;115980;115870;115890;112390;112420;112330;112340;113520;113550;113480;113490
SPFB,RTS-12,18;1;10,09,2018;14:18;103230;103230;103230;103230;2;;103230,00;103230;103230;103230;115900;115950;115890;115910;112340;112360;112320;112350;113490;113570;113480;113530
SPFB,RTS-12,18;1;10,09,2018;14:19;103290;103290;103280;103280;2;;103290,00;103290;103280;103280;115900;115970;115890;115930;112340;112380;112340;112350;113540;113550;113430;113450
SPFB,RTS-12,18;1;10,09,2018;14:20;103280;103280;103280;103280;1;;103280,00;103280;103280;103280;115920;115970;115900;115920;112360;112400;112350;112400;113450;113520;113400;113480
SPFB,RTS-12,18;1;10,09,2018;14:21;103240;103240;103240;103240;2;;103240,00;103240;103240;103240;115910;116010;115910;115940;112390;112410;112390;112390;113490;113520;113460;113470
